comuna,municipio,edad,sexo,máximo_nivel_educativo_alcanzado,grupo_poblacional,tipo_de_contrato,profesión_u_ocupación,salario,cargo_solicitado,nivel_del_cargo,No_días_del_registro_hasta_contratación,No_días_de_la_postulación_hasta_contratación,No_días_del_empleador_en_cubrir_vacante
9,medellin,31,masculino,secundaria,ninguno,obra o labor,gerente hidroexpertos,781242,gerente hidroexpertos,administrativo,40,1,15.0
2,medellin,29,masculino,secundaria,ninguno,obra o labor,ayudante de plomería,781242,ayudante de plomería,operativo,37,1,15.0
5,medellin,53,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,37,1,15.0
6,picacho,19,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,589,1,15.0
8,la sierra,25,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,36,1,15.0
60,medellin,24,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,35,1,15.0
4,manrique central 1,34,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,40,1,15.0
4,manrique central 1,30,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,112,1,15.0
7,robledo,44,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,40,1,15.0
13,belencito,49,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,30,1,15.0
1,santo domingo savio 1,22,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,77,1,15.0
2,andalucia,27,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,117,1,15.0
9,la milagrosa,45,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,117,1,15.0
7,robledo,60,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,527,1,15.0
1,santo domingo savio 1,25,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,37,1,15.0
7,robledo,39,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,75,1,15.0
10,prado,28,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,37,1,15.0
7,robledo,42,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,75,1,15.0
99,copacabana ant,26,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,40,1,15.0
99,bello ant,20,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,40,1,15.0
7,robledo,44,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,54,1,15.0
99,itagui ant,28,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,349,1,15.0
3,manrique central 2,25,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,37,1,15.0
99,copacabana ant,45,masculino,primaria,ninguno,obra o labor,oficial de construcción,781242,oficial de construcción,operativo,40,1,15.0
8,enciso,36,masculino,primaria,ninguno,obra o labor,oficial de construcción,781242,oficial de construcción,operativo,326,1,15.0
9,buenos aires,37,masculino,primaria,ninguno,obra o labor,oficial de construcción,781242,oficial de construcción,operativo,37,1,15.0
1,popular,26,masculino,primaria,ninguno,obra o labor,oficial de construcción,781242,oficial de construcción,operativo,729,1,15.0
3,versalles 2,33,masculino,primaria,ninguno,obra o labor,oficial de construcción,781242,oficial de construcción,operativo,35,1,15.0
99,itagui ant,60,masculino,primaria,ninguno,obra o labor,oficial de construcción,781242,oficial de construcción,operativo,35,1,15.0
4,aranjuez,21,masculino,primaria,ninguno,obra o labor,oficial de construcción,781242,oficial de construcción,operativo,35,1,15.0
8,villatina,41,masculino,primaria,ninguno,obra o labor,oficial de construcción,781242,oficial de construcción,operativo,40,1,15.0
8,enciso,28,femenino,técnico,ninguno,obra o labor,vigia sst,781242,vigia sst,operativo,97,1,15.0
7,medellin,27,masculino,profesional,ninguno,obra o labor,residente social,2800000,residente social,administrativo,28,1,15.0
4,medellin,29,femenino,tecnológico,ninguno,obra o labor,tecnologa en salud ocupcional,2300000,tecnologa en salud ocupcional,operativo,28,1,15.0
7,medellin,32,masculino,profesional,ninguno,obra o labor,ingeniero electricista,3300000,ingeniero electricista,operativo,40,1,15.0
7,medellin,33,femenino,profesional,ninguno,obra o labor,profesional en construcciones civiles,2300000,profesional en construcciones civiles,operativo,40,1,15.0
8,medellin,56,femenino,secundaria,ninguno,obra o labor,oficial de construccion,1200000,oficial de construccion,operativo,40,1,15.0
6,medellin,50,masculino,primaria,ninguno,obra o labor,supervisor electricista,1980000,supervisor electricista,operativo,71,1,15.0
3,medellin,41,masculino,secundaria,ninguno,obra o labor,maestro de obra,2200000,maestro de obra,operativo,10,1,15.0
3,medellin,29,masculino,técnico,ninguno,obra o labor,operario de maquina,781242,operario de maquina,operativo,24,1,15.0
99,bello,27,masculino,técnico,ninguno,obra o labor,minero,1200000,minero,operativo,40,1,15.0
70,medellin,22,masculino,secundaria,ninguno,obra o labor,vigiolante,781242,vigiolante,operativo,10,1,15.0
80,medellin,25,masculino,ninguno,ninguno,obra o labor,auxiliar obra,2200000,auxiliar obra,operativo,36,1,15.0
99,bello ant,21,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,36,1,15.0
99,bello ant,19,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,36,1,15.0
99,caldas ant,64,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,289,1,15.0
99,itagui ant,61,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,36,1,15.0
4,medellin,31,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,964000,ayudante de construcción,operativo,36,1,15.0
99,bello ant,24,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,36,1,15.0
6,medellin,29,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,36,1,15.0
16,medellin,27,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,36,1,15.0
2,medellin,45,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,36,1,15.0
13,medellin,22,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,36,1,15.0
99,bello ant,24,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,538,1,15.0
11,medellin,40,femenino,ninguno,ninguno,obra o labor,directora de obra,4250000,directora de obra,operativo,36,1,15.0
13,medellin,50,masculino,ninguno,ninguno,obra o labor,maestro de obra,2196000,maestro de obra,operativo,36,1,15.0
99,itagui ant,44,masculino,ninguno,ninguno,obra o labor,oficial,1500000,oficial,operativo,36,1,15.0
3,medellin,37,masculino,ninguno,ninguno,obra o labor,oficial,1200000,oficial,operativo,36,1,15.0
7,medellin,32,masculino,ninguno,ninguno,obra o labor,oficial,1500000,oficial,operativo,36,1,15.0
3,medellin,24,masculino,ninguno,ninguno,obra o labor,operador minicargador,781242,operador minicargador,operativo,36,1,15.0
99,la estrella ant,28,femenino,ninguno,ninguno,obra o labor,residente ambiental,2800000,residente ambiental,operativo,1583,1,15.0
99,la estrella ant,52,femenino,ninguno,ninguno,obra o labor,residente de obra,3300000,residente de obra,operativo,36,1,15.0
99,envigado ant,28,masculino,ninguno,ninguno,obra o labor,residente social,2500000,residente social,operativo,1000,1,15.0
3,medellin,27,femenino,ninguno,ninguno,obra o labor,residente sst,2000000,residente sst,operativo,177,1,15.0
7,medellin,35,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,24,1,15.0
8,medellin,29,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,24,1,15.0
99,envigado,30,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,24,1,15.0
8,medellin,29,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,309,1,15.0
10,medellin,28,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,24,1,15.0
14,medellin,31,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,24,1,15.0
4,medellin,53,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,24,1,15.0
12,medellin,44,femenino,ninguno,ninguno,obra o labor,ingeniera civil,4700000,directora de obra,técnico,24,1,15.0
99,itagui ant,40,masculino,ninguno,ninguno,obra o labor,encargado de obra,1400000,encargado de obra,operativo,24,1,15.0
9,medellin,36,masculino,ninguno,ninguno,obra o labor,residente de obra,4200000,residente de obra,técnico,20,1,15.0
70,medellin,50,masculino,ninguno,ninguno,obra o labor,maestro encargado,1700000,maestro encargado,operativo,24,1,15.0
10,medellin,38,masculino,ninguno,ninguno,obra o labor,oficial de construccion,960000,oficial de construcción,operativo,24,1,15.0
8,medellin,27,masculino,ninguno,ninguno,obra o labor,oficial de construccion,900000,oficial de construcción,operativo,24,1,15.0
99,sabaneta,32,masculino,ninguno,ninguno,obra o labor,oficial de construccion,900000,oficial de construcción,operativo,24,1,15.0
7,medellin,33,masculino,ninguno,ninguno,obra o labor,oficial de construccion,960000,oficial de construcción,operativo,20,1,15.0
99,bello,57,masculino,ninguno,ninguno,obra o labor,oficial de construccion,1100000,oficial de construcción,operativo,59,1,15.0
8,medellin,24,masculino,ninguno,ninguno,obra o labor,residente sst,2500000,residente sst,técnico,112,1,15.0
11,medellin,29,masculino,ninguno,ninguno,obra o labor,ingeniero ambiental,3500000,residente socioambiental,técnico,22,1,15.0
10,medellin,34,femenino,ninguno,ninguno,obra o labor,tecnologo en construcción,2200000,tecnologo en construcción,técnico,24,1,15.0
99,bello,28,masculino,ninguno,ninguno,obra o labor,auxiliar de ingenieria,2200000,tecnologo en construcción,técnico,54,1,15.0
12,medellín,41,femenino,profesional,ninguno,obra o labor,profesional en salud ocupacional,2150000,profesional s.s.t.,administrativo,27,1,15.0
7,medellín,30,femenino,tecnológico,ninguno,obra o labor,tecnóloga en salud ocupacional,2150000,tecnologo en seguridad y salud en el trabajo,administrativo,1187,1,15.0
90,medellín,31,masculino,técnico,ninguno,obra o labor,tecnico en mecanica industrial,781242,almacenista,operativo,155,1,15.0
50,medellín,21,masculino,secundaria,ninguno,obra o labor,bachiller,781242,almacenista,operativo,221,1,15.0
4,medellín,33,masculino,técnico,ninguno,obra o labor,mantenimiento de equipos de computo,781242,almacenista,operativo,112,1,15.0
8,medellín,33,masculino,secundaria,ninguno,obra o labor,básica secundaria,781242,almacenista,operativo,484,1,15.0
4,medellín,40,masculino,secundaria,ninguno,obra o labor,bachiller,781242,almacenista,operativo,4,1,15.0
99,girardota,49,masculino,ninguno,ninguno,obra o labor,ninguno,781242,auxiliar de transito,operativo,6,1,15.0
99,girardota,50,masculino,primaria,ninguno,obra o labor,primaria,781242,auxiliar de transito,operativo,6,1,15.0
8,medellín,59,masculino,secundaria,ninguno,obra o labor,básica secundaria,781242,auxiliar de transito,operativo,1347,1,15.0
99,bello,19,masculino,secundaria,ninguno,obra o labor,básica secundaria,781242,auxiliar de transito,operativo,6,1,15.0
50,medellín,33,masculino,secundaria,ninguno,obra o labor,básica secundaria,781242,ayudante de construcción,operativo,513,1,15.0
99,bello,41,masculino,ninguno,ninguno,obra o labor,ninguno,781242,ayudante de construcción,operativo,56,1,15.0
50,medellín,40,masculino,primaria,ninguno,obra o labor,básica primaria,781242,ayudante de construcción,operativo,157,1,15.0
50,medellín,26,masculino,secundaria,ninguno,obra o labor,básica secundaria,781242,ayudante de construcción,operativo,470,1,15.0
50,medellin,53,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,23,70,30.0
50,medellin,45,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,23,70,30.0
50,medellin,21,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,23,70,30.0
50,medellin,44,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,23,70,30.0
50,medellin,19,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,23,70,30.0
50,medellin,44,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,23,70,30.0
90,medellin,24,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,19,70,30.0
90,medellin,31,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,19,70,30.0
90,medellin,18,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,19,70,30.0
90,medellin,31,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,18,70,30.0
90,medellin,50,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,18,70,30.0
90,medellin,26,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,19,70,30.0
90,medellin,52,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,19,70,30.0
90,medellin,19,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,114,41,41.0
90,medellin,24,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,43,70,30.0
90,medellin,19,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,155,1,15.0
90,medellin,56,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,102,1,15.0
90,medellin,35,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,540,1,15.0
90,medellin,21,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,540,1,15.0
90,medellin,20,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,102,1,15.0
90,medellin,31,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,102,1,15.0
90,medellin,36,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,101,1,15.0
90,medellin,19,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,137,1,15.0
